,FAILED_SIGN_IN_ATTEMPTS,KYC,BIRTH_YEAR,COUNTRY,STATE,CREATED_DATE,TERMS_VERSION,PHONE_COUNTRY,HAS_EMAIL,ID
14,0,NONE,1978,GB,ACTIVE,2018-06-04 17:18:50.672000,2018-05-25,GB||JE||IM||GG,1,c09d96d6-af80-427e-b3ce-33dde700902a
15,0,FAILED,1988,CH,ACTIVE,2018-03-23 08:05:43.491000,2018-03-20,CH,1,6e54fc91-6a93-4404-aab0-b70d05cc3184
16,0,PASSED,1982,GB,ACTIVE,2017-06-17 22:55:21.960000,,GB||JE||IM||GG,1,dffa5b2e-c20b-495e-8592-7e680393d60a
17,0,PASSED,1982,CZ,ACTIVE,2018-05-22 18:06:43.111000,2018-09-20,CZ,1,d966bbc8-4f4a-477b-b00e-034aec8004f1
18,0,PASSED,1967,GB,ACTIVE,2018-05-27 09:52:24.774000,2018-05-25,GB||JE||IM||GG,1,d15b5087-5a2a-4edf-865d-7f05ed835efc
19,0,NONE,1992,ES,ACTIVE,2018-06-10 14:17:47.541000,2018-05-25,ES,1,3280f3fd-a299-4be0-8392-47a0306f3dc4
20,0,NONE,1979,GB,ACTIVE,2016-01-22 22:31:59.780000,,GB||JE||IM||GG,0,7717f6ff-1e56-46b4-b229-feb904055696
21,0,PASSED,1960,GB,ACTIVE,2015-11-22 10:43:28.575000,2018-05-25,GB||JE||IM||GG,1,aed21f21-111d-4efd-b114-b08c24f6dd18
22,0,NONE,1981,GR,ACTIVE,2016-03-25 18:43:05.920000,,GR,0,5e2d047c-7fbe-4093-988e-dbce6de196f7
23,0,NONE,1950,GB,ACTIVE,2016-10-27 19:50:10.244000,,GB||JE||IM||GG,1,246e5f8d-024c-46d3-8e66-8ef2fc64628c
24,0,PASSED,1995,FR,ACTIVE,2018-06-09 16:06:31.893000,2018-05-25,FR,1,51545a9e-f5a6-4651-9c50-98bf5337fce7
25,0,PASSED,1987,GB,ACTIVE,2018-01-08 16:18:46.403000,2018-01-13,GB||JE||IM||GG,1,0edeb1ee-171d-48f1-9ef3-a9ced0146912
26,0,PASSED,1988,GB,ACTIVE,2016-08-15 23:30:22.162000,2017-01-16,GB||JE||IM||GG,1,a985f42d-3eeb-419a-9dde-16898b88a84f
27,0,NONE,1981,FI,ACTIVE,2016-09-05 15:53:18.774000,2018-01-13,FI||AX,1,77652bef-cd89-4faa-b7ef-2adb1034fda1
28,0,PASSED,1971,GB,ACTIVE,2017-01-03 19:42:02.888000,2018-05-25,GB||JE||IM||GG,1,db99d304-92ca-42bb-9051-ae49af4ed014
29,0,PASSED,1994,GB,ACTIVE,2018-06-17 15:13:59.833000,2018-05-25,GB||JE||IM||GG,1,56f7da45-bb38-4960-87eb-3201f81cd865
30,0,PASSED,1966,GB,ACTIVE,2018-02-09 17:27:23.182000,2018-05-25,GB||JE||IM||GG,1,cf876875-71c4-492c-af8c-484189058c93
31,0,PASSED,1995,PL,ACTIVE,2018-03-08 14:46:25.707000,2018-05-25,PL,1,97f9d02d-415b-4a58-9199-c0c41c37f398
32,0,NONE,1995,GB,ACTIVE,2017-03-15 00:11:47.314000,,GB||JE||IM||GG,1,76926ed6-cee9-4ba4-978b-21404746481c
33,0,PASSED,1999,FR,ACTIVE,2018-03-05 13:09:54.211000,2018-03-20,FR,1,07536f10-049f-49cb-8e6d-10d56993a038
34,0,PASSED,1983,GB,ACTIVE,2017-10-29 08:09:31.912000,2018-09-20,GB||JE||IM||GG,1,5e0f2caf-d770-4f58-a217-3834fbdae58b
35,0,PASSED,1963,FR,ACTIVE,2018-03-02 16:28:53.748000,2018-03-20,FR,1,4e09765d-771c-4ea4-8bc8-5d4afc5f9073
36,0,PASSED,1984,CY,ACTIVE,2018-03-29 08:02:44.619000,2018-03-20,CY,1,2793f381-f717-437d-9793-1c52c5f06704
37,0,PASSED,1988,GB,ACTIVE,2018-04-22 06:36:38.723000,2018-09-20,GB||JE||IM||GG,1,6da7dc35-ab4a-4bb1-9bce-69c4995cac96
38,0,PASSED,1979,ES,ACTIVE,2018-01-03 07:34:28.322000,2018-03-20,ES,1,c0672fbe-3a48-4012-87bb-57424a8ed888
39,0,PASSED,1974,IE,ACTIVE,2017-07-11 22:33:57.075000,2018-09-20,IE,1,08c5ae1b-f291-4bb7-a229-e5c289a1e775
40,0,PASSED,1994,FR,ACTIVE,2016-03-19 12:31:37.961000,2018-09-20,FR,1,65ac0928-e17d-4636-96f4-ebe6bdb9c98d
41,0,PASSED,1997,GB,ACTIVE,2016-09-05 07:42:27.223000,2018-05-25,GB||JE||IM||GG,1,2c295b27-9f2a-4e48-8463-cd58a3f6ad5a
42,0,PASSED,1981,GB,ACTIVE,2017-10-23 08:49:42.153000,2018-03-20,GB||JE||IM||GG,1,c6205550-7ffc-42ba-ad45-f10d513a75fb
43,0,PASSED,1974,IE,ACTIVE,2018-05-30 17:15:45.784000,2018-09-20,IE,1,884a4c3c-3f4d-4e61-9bf4-f643bbbf3595
44,0,PASSED,1991,GB,ACTIVE,2018-02-23 16:06:45.319000,2018-09-20,GB||JE||IM||GG,1,726a5600-adca-4f87-a480-d44230da8de9
45,0,PASSED,1988,LT,ACTIVE,2016-10-22 21:45:18.058000,2018-03-20,LT,1,a2e41203-a8f5-4744-97ca-dfb04479cde9
46,0,PASSED,1994,GB,ACTIVE,2017-10-04 23:43:06.802000,2018-05-25,GB||JE||IM||GG,1,edfe659d-ebb0-429e-8b0c-31a3cbc10c28
47,0,PASSED,1982,GB,ACTIVE,2015-11-24 00:31:44.419000,2018-09-20,GB||JE||IM||GG,1,9c8a1ea6-b57c-4084-ac2d-58bc339e4e86
48,0,PASSED,1974,GB,ACTIVE,2018-02-04 22:54:29.935000,2018-05-25,GB||JE||IM||GG,1,fae0e7f3-45e3-4c4d-84d1-ad6465d164a8
49,0,PASSED,1993,ES,ACTIVE,2018-03-09 14:25:26.608000,2018-03-20,ES,1,a53a24f1-4eed-4acf-9ebd-596ee11496c3
50,0,NONE,1971,FR,ACTIVE,2017-03-27 18:52:00.094000,,FR,1,d965ed21-1a54-45c1-b867-cf46eb0749c7
51,0,PASSED,1986,IE,ACTIVE,2018-05-18 22:53:36.115000,2018-09-20,IE,1,5309396a-33ea-430c-8bb2-5d9d4e9b062b
52,0,NONE,1987,ES,ACTIVE,2017-01-12 22:13:06.278000,,ES,1,6fd17f9c-787f-4c2b-ab47-3ec9142cacf5
53,0,NONE,1990,IT,ACTIVE,2018-05-20 13:16:51.182000,2018-05-25,US||PR||CA,1,0aa06081-4ea7-4791-b00d-e4e5ea510837
54,0,PASSED,1981,ES,ACTIVE,2018-06-13 04:52:36.959000,2018-05-25,ES,1,e987324e-1b79-4f0b-a9a5-d694cf3fdcf3
55,0,PASSED,1992,MT,ACTIVE,2018-03-14 19:14:35.886000,2018-03-20,MT,1,912105d2-28a6-480b-812e-386de40ee805
56,0,PASSED,1995,LT,ACTIVE,2017-12-18 22:35:44.365000,2018-03-20,LT,1,0ab0a2d3-f7dd-4ad3-acbf-badebeb0c69d
57,0,PASSED,1992,IE,ACTIVE,2018-02-08 22:42:23.745000,2018-03-20,IE,1,4154866e-71ea-4e43-a02d-fddf46de1d47
58,0,NONE,1995,GB,ACTIVE,2018-03-11 20:16:22.638000,2018-03-20,GB||JE||IM||GG,1,c2cf22bb-3cce-4075-9afc-24fd51e5b67b
59,0,NONE,1984,FR,ACTIVE,2016-09-22 19:49:34.190000,,FR,0,543070c8-52ac-43cf-b4a7-266965817fe7
60,0,PASSED,1988,BE,ACTIVE,2017-11-12 17:55:26.339000,2018-09-20,BE,1,4d612d5b-b627-4084-a734-777f64f8a876
61,0,NONE,1999,FR,ACTIVE,2018-07-22 19:08:32.181000,2018-05-25,FR,1,7e52eccd-3ee9-4666-9616-24e189548909
62,0,NONE,1998,FR,ACTIVE,2017-09-16 17:29:15.759000,,FR,1,f3aa0d93-c273-4ef0-9c73-bb5270c6c46c
63,0,PASSED,1990,FR,ACTIVE,2018-07-25 19:18:07.597000,2018-09-20,FR,1,a2a19d36-75b4-46fb-b649-5200ffdc15d6
64,0,PASSED,1976,FR,ACTIVE,2018-03-03 17:07:35.720000,2018-05-25,FR,1,bb92ae99-d0af-42ab-9836-56ce903147f5
65,0,NONE,1954,ES,ACTIVE,2018-04-28 09:45:43.035000,2018-03-20,ES,1,d69a7239-194f-4873-9a02-8c6980ecd48e
66,0,PASSED,1964,FR,ACTIVE,2017-07-18 08:36:00.994000,2018-09-20,FR,1,035f0a16-af2c-4197-8c9a-7382590ef22e
67,0,PASSED,1997,LT,ACTIVE,2016-12-06 17:38:35.872000,2018-01-13,LT,1,c2c667e2-bc43-4e85-86e2-a6fad62d3086
68,0,PASSED,1984,GB,ACTIVE,2018-04-13 13:34:56.222000,2018-05-25,GB||JE||IM||GG,1,c76e2a57-2d98-4dd1-a663-b5ed2fad887c
69,0,PASSED,1962,GB,ACTIVE,2017-03-10 13:28:13.758000,2018-05-25,GB||JE||IM||GG,1,9f1b45db-075e-45b9-853d-956c5e6432fd
70,0,NONE,1979,HU,ACTIVE,2018-07-11 10:53:09.491000,2018-05-25,HU,1,14e804e2-6484-4243-8366-31b4e1091cd6
71,0,NONE,1988,GB,ACTIVE,2018-07-05 07:05:26.113000,2018-05-25,GB||JE||IM||GG,1,66b21d5f-36de-450f-a843-9f1715fdc21d
72,0,PASSED,1972,PL,ACTIVE,2017-11-25 15:12:36.184000,2018-03-20,PL,1,4e33d702-d2dc-4c98-bb02-c021dc87a841
73,0,NONE,1983,GB,ACTIVE,2018-06-10 22:57:57.987000,2018-05-25,GB||JE||IM||GG,1,8af7df8d-09ba-4300-a7f6-b83115819eaa
74,0,PASSED,1980,LT,ACTIVE,2017-12-05 08:45:01.544000,2018-09-20,LT,1,80453947-bcd5-44a3-aa2a-d41888b407b9
75,0,PASSED,1995,FR,ACTIVE,2018-07-19 10:27:53.582000,2018-09-20,FR,1,0373b3d8-55a6-4d69-a86f-797e5ac3df1b
76,0,PASSED,1986,GB,ACTIVE,2016-04-21 22:56:46.213000,2018-09-20,GB||JE||IM||GG,1,7eb785b1-8b7a-46b8-8933-5756a73106e0
77,0,PASSED,1988,LT,ACTIVE,2018-02-20 16:47:45.404000,2018-05-25,LT,1,076b67fe-8a06-4e9f-b8fd-6d2e4015f60a
78,0,PASSED,1997,GB,ACTIVE,2018-03-14 15:49:18.199000,2018-09-20,GB||JE||IM||GG,1,d99f1071-3141-41e4-abcf-de7481a8d313
79,0,PASSED,1997,GB,ACTIVE,2017-08-04 10:28:00.889000,2018-03-20,GB||JE||IM||GG,1,92e46b2a-ad65-4526-9455-941daf64d474
80,0,PASSED,1970,PL,ACTIVE,2017-11-23 20:56:32.967000,2018-09-20,PL,1,355733e9-7e23-45f9-bae3-2fbddca688f2
81,0,PASSED,1979,GB,ACTIVE,2018-03-20 12:40:34.114000,2018-05-25,GB||JE||IM||GG,1,c5bf6052-a9d9-4b78-b7db-e63807c04025
82,0,PASSED,1990,GB,ACTIVE,2018-01-07 18:50:02.151000,2018-09-20,GB||JE||IM||GG,1,03364d40-2084-4c1b-a0a0-5d82fa3c4664
83,0,PASSED,1986,ES,ACTIVE,2016-07-21 09:48:19.089000,,ES,1,add354a8-edd3-4dc3-8b28-42b924908999
84,0,PASSED,1974,GB,ACTIVE,2018-01-25 07:18:17.729000,2018-05-25,GB||JE||IM||GG,1,5f880ec3-150b-4083-a41e-7f348fc5d340
85,0,PASSED,1985,GB,ACTIVE,2015-07-08 11:35:00.889000,,GB||JE||IM||GG,1,a8c55bc0-ec72-4a70-a2cf-8b55a9dfb007
86,0,PASSED,1992,IE,ACTIVE,2018-04-13 22:01:04.737000,2018-09-20,IE,1,ed44233f-4b76-4370-8173-c251f7fd2996
87,0,PASSED,1982,GB,ACTIVE,2018-05-15 11:30:22.146000,2018-09-20,GB||JE||IM||GG,1,bb93f7ce-fbb7-49a2-a4d3-7181a71229c3
88,0,NONE,1993,GR,ACTIVE,2018-05-26 14:21:29.383000,2018-05-25,GR,1,83039ec0-fc8f-479b-a50e-6d3920f5e50a
89,0,PASSED,1995,GB,ACTIVE,2017-03-02 15:32:52.788000,2017-02-02,FR,1,f2318b2b-f057-4cfe-94d1-15fe869790b2
90,0,PASSED,1982,ES,ACTIVE,2018-06-16 15:53:57.013000,2018-05-25,ES,1,93b5c32e-c76b-4740-a6a4-892754b5a775
91,0,PASSED,1991,CZ,ACTIVE,2018-03-06 10:14:46.894000,2018-05-25,CZ,1,1dc58021-4301-45ff-beed-5717a65fd83c
92,0,NONE,1984,GB,ACTIVE,2018-04-18 11:42:11.398000,2018-03-20,GB||JE||IM||GG,1,88dd56a4-3768-48af-93c9-ca20847cf969
93,0,PASSED,1976,IE,ACTIVE,2018-05-16 12:59:34.926000,2018-09-20,IE,1,b64f4804-2e3f-4696-a6f6-90ec398f07b9
94,0,PASSED,1993,GB,ACTIVE,2017-10-09 17:06:08.479000,2018-05-25,GB||JE||IM||GG,1,1a3dafc7-ced9-41b5-8f9d-5cfbafdcb78b
95,0,PASSED,1996,GB,ACTIVE,2018-06-22 13:05:58.298000,2018-09-20,FR,1,f140f12c-6b93-462a-acb1-7690ec773477
96,0,PASSED,1994,GB,ACTIVE,2017-11-04 13:21:30.692000,2018-03-20,GB||JE||IM||GG,1,c10671a0-792b-4188-b28a-4ae771723d0b
97,0,PASSED,1982,GB,ACTIVE,2017-04-10 11:24:41.867000,2018-05-25,GB||JE||IM||GG,1,c6538b4f-1776-4d71-a4cd-ea982f3c78f7
98,0,PASSED,1957,BE,ACTIVE,2018-07-09 17:54:37.182000,2018-05-25,BE,1,617b41b9-64d6-40cc-a91a-191733b35249
99,0,NONE,1989,GB,ACTIVE,2018-01-27 14:02:06.878000,2018-05-25,GB||JE||IM||GG,1,7c33526b-12a0-4d14-a4d0-e50ce82d1bab
100,0,PASSED,1990,GB,ACTIVE,2018-05-19 07:14:34.546000,2018-09-20,GB||JE||IM||GG,1,db03c7cd-4731-4bf5-a0be-a6cb31850b35
101,0,PASSED,1975,GB,ACTIVE,2018-05-14 21:52:14.218000,2018-05-25,GB||JE||IM||GG,1,0dd59f34-7970-4e5a-8f8a-9b5e5a4a1412
102,0,PASSED,1996,FR,ACTIVE,2018-02-07 15:36:46.953000,2018-05-25,FR,1,e1be03f8-a9ad-469f-9466-d787dee5b581
103,0,PASSED,1990,GB,ACTIVE,2017-10-20 17:28:51.650000,2018-09-20,GB||JE||IM||GG,1,7e9a550b-3467-4934-af4b-b3b978983840
104,0,PASSED,1980,GR,ACTIVE,2016-01-27 19:16:05.428000,2018-03-20,GR,1,bf0361fa-64a9-4e1d-9163-50c48eccbc18
105,0,PASSED,1984,GB,ACTIVE,2016-03-19 13:44:52.145000,2018-01-13,GB||JE||IM||GG,1,89594a0e-f75e-477c-bdf4-9ab9d4962eed
106,0,PASSED,1991,GB,ACTIVE,2018-04-28 09:09:02.485000,2018-09-20,GB||JE||IM||GG,1,d73d193d-e8e9-42c5-8024-745df133598d
107,0,PASSED,1989,LT,ACTIVE,2016-08-24 06:18:07.437000,2018-09-20,LT,1,5b3047f4-556a-4b50-b1a5-a7f12efe5a23
108,0,PASSED,1962,GR,ACTIVE,2018-01-06 15:51:26.788000,2018-09-20,GR,1,cfe077e4-adf6-4bc4-ad66-a4787dfa98b3
109,0,PASSED,1987,GB,ACTIVE,2017-11-13 23:04:18.090000,2018-03-20,GB||JE||IM||GG,1,77bb22ed-1131-40fb-98b1-ff111e6211ba
110,0,PASSED,1982,CH,ACTIVE,2017-05-20 12:20:37.357000,,CH,1,19e904b0-6b2e-41c1-8e86-75178650b515
111,0,PASSED,1990,GB,ACTIVE,2018-02-03 19:00:02.202000,2018-09-20,CZ,1,1161adca-2a97-45c5-9931-ac394780addc
112,0,PASSED,1992,FR,ACTIVE,2018-07-26 12:19:46.276000,2018-09-20,FR,1,bc336b6f-7538-45f2-9b47-74bb8cd87bc5
113,0,PASSED,1990,MT,ACTIVE,2018-05-02 08:54:34.501000,2018-05-25,MT,1,8f7cb96b-2284-4206-b72b-57b9a6e9dc10
114,0,PASSED,1988,IE,ACTIVE,2016-08-02 10:05:02.181000,2018-05-25,IE,1,3db93982-c41d-4fe6-9d51-3e76f126dcc1
115,0,NONE,1991,GB,ACTIVE,2017-11-22 07:19:14.407000,2018-01-01,GB||JE||IM||GG,1,c2fa9d6f-167e-44b6-98a5-bb07549426ac
116,0,PASSED,1991,GB,ACTIVE,2018-04-09 17:56:38.325000,2018-09-20,US||PR||CA,1,f8699be0-3f03-42f8-bc38-8e9305ac61c7
117,0,PASSED,1992,FR,ACTIVE,2018-02-28 07:35:28.912000,2018-09-20,FR,1,c3ff17dc-8a00-421c-98da-8b82b31f1253
118,0,PASSED,1992,GB,ACTIVE,2017-09-02 19:41:09.798000,2018-09-20,ES,1,d99ce0b8-3838-46fa-adc5-eb60ba236e61
119,0,PASSED,1979,GR,ACTIVE,2018-02-03 08:01:21.876000,2018-09-20,GR,1,0ceb2c14-072d-4009-88c4-fd2c8784ca83
120,0,PASSED,1988,GB,ACTIVE,2017-07-21 20:08:01.254000,2018-09-20,GB||JE||IM||GG,1,dba6b43a-6d85-4822-88a9-5fc37f6dc8a8
121,0,PASSED,1996,GB,ACTIVE,2017-11-29 19:52:24.977000,2018-05-25,GB||JE||IM||GG,1,3f1169d0-27d9-46b5-a373-fe1df73758c5
122,0,PASSED,1994,GB,ACTIVE,2017-07-11 10:10:36.660000,,GB||JE||IM||GG,1,789f87c4-755f-4a57-a528-10e971e6a190
123,0,NONE,1985,GB,ACTIVE,2015-07-13 08:50:11.641000,,GB||JE||IM||GG,0,0708d177-47fb-4755-8698-7b994ad69097
124,0,NONE,1983,RO,ACTIVE,2018-05-23 05:03:37.042000,2018-05-25,RO,1,f0b86543-542b-43cc-ae00-4ec0979cd192
125,0,NONE,1994,GR,ACTIVE,2016-07-27 08:36:51.779000,,GR,1,9540f7e6-0e34-42fb-bcb1-960b8276859d
126,0,PASSED,1965,CH,ACTIVE,2018-04-28 10:41:16.278000,2018-05-25,CH,1,37704f81-b3fb-477c-8e17-663fd16a1dc1
127,0,PASSED,1986,DK,ACTIVE,2018-05-19 12:12:34.887000,2018-05-25,DK,1,65689a87-fa68-4f4b-8e03-f4f5003b10d6
128,0,NONE,1995,PL,ACTIVE,2018-06-11 20:10:35.649000,2018-05-25,PL,1,53268bec-e7d1-4a8f-ae91-22e130acf19e
129,0,PASSED,1996,RO,ACTIVE,2018-05-28 09:00:15.755000,2018-05-25,RO,1,efb71805-e7f3-4b92-9048-4c1f3636d034
130,0,PASSED,1986,GB,ACTIVE,2017-12-09 17:42:44.470000,2018-09-20,GB||JE||IM||GG,1,8ec08840-c191-44f0-90e5-28c2791d6941
131,0,PASSED,1990,RO,ACTIVE,2018-06-05 15:56:49.022000,2018-09-20,RO,1,e5de778c-5450-4d48-a64b-58b2327144f0
132,0,NONE,1965,GB,ACTIVE,2016-05-03 05:19:37.508000,,GB||JE||IM||GG,0,8a516415-e078-4bf0-b0b6-64fb0d408e9e
133,0,NONE,1988,GB,ACTIVE,2018-04-24 20:06:12.726000,2018-03-20,MY,1,6b0270f5-d6de-4edc-b0bf-c367d225ed91
134,0,NONE,1984,SI,ACTIVE,2017-08-28 11:16:08.620000,,SI,1,621a8782-a083-4a43-9ee2-9d025b12d632
135,0,PASSED,1989,GB,ACTIVE,2017-12-21 11:07:13.519000,2018-09-20,GB||JE||IM||GG,1,e65fb708-8e29-4057-abf3-292546702d67
136,0,NONE,1998,FR,ACTIVE,2016-09-22 20:29:45.435000,,FR,0,d21f2a19-10af-4ce2-b8a1-b30992a1f59b
137,0,NONE,1991,LT,ACTIVE,2018-01-06 17:06:35.642000,2018-01-13,LT,1,e98ba73c-9331-4d5c-8702-9e5a98bb10b0
138,0,PASSED,1993,GB,ACTIVE,2018-05-12 11:22:53.210000,2018-05-25,GB||JE||IM||GG,1,e4c8101a-246d-44ba-9cd5-e3173471b6c4
139,0,NONE,1995,CH,ACTIVE,2017-12-16 18:25:50.695000,2018-01-13,CH,1,d41bd830-3059-456f-aba4-223e8560d5cf
140,0,PASSED,1993,FR,ACTIVE,2017-10-05 13:35:40.385000,2018-09-20,FR,1,20fc880c-a176-41a4-b093-1730d8025eea
141,0,PASSED,1999,GB,ACTIVE,2018-04-17 12:44:49.625000,2018-05-25,FR,1,062672cd-a94d-4d8b-b9f1-3506db218d7c
142,0,PASSED,1989,CH,ACTIVE,2017-08-29 17:43:40.843000,2018-09-20,CH,1,6abfc4e0-6d7d-40ac-8e1a-810707512ed1
143,0,PASSED,1989,GB,ACTIVE,2016-07-28 08:59:12.008000,2018-09-20,GB||JE||IM||GG,1,ec7b2764-0fa8-4010-8fed-83aefda15484
144,0,PASSED,1995,GB,ACTIVE,2017-08-18 20:48:25.789000,2018-05-25,GB||JE||IM||GG,1,9366829b-c8e2-4238-b851-e6ee65d4296d
145,0,NONE,1977,FR,ACTIVE,2017-12-13 07:29:10.768000,2018-01-13,FR,1,7c7779c9-2447-422b-acfb-ca9c4dad5e09
146,0,PASSED,1991,GB,ACTIVE,2018-05-24 11:33:21.115000,2018-05-25,GB||JE||IM||GG,1,95a72d96-a9a4-461f-bf72-0105277cf1cf
147,0,PASSED,1983,FR,ACTIVE,2018-03-14 16:05:30.439000,2018-05-25,FR,1,bfa22182-61fd-483a-8200-d2c8eb89aff6
148,0,PASSED,1983,RO,ACTIVE,2018-05-29 12:18:43.872000,2018-05-25,RO,1,d9a1579d-afc4-4ed7-82e0-2a26a9c639dd
149,0,PASSED,1995,DE,ACTIVE,2018-06-04 17:39:16.337000,2018-05-25,DE,1,d19fca6b-31ba-4c7f-97dc-825f6c046c6f
150,0,PASSED,1996,GB,ACTIVE,2016-12-28 10:33:45.696000,,GB||JE||IM||GG,1,f0ea12b6-ff64-4262-9b28-d6864c8d827d
151,0,PASSED,1976,LT,ACTIVE,2017-10-29 07:25:31.933000,2018-05-25,LT,1,376cf5de-d12f-4464-a704-7e03b2ec0e04
152,0,PASSED,1984,GB,ACTIVE,2017-06-30 13:44:14.615000,2018-09-20,GB||JE||IM||GG,1,5c1ff530-8d1a-40ed-b839-301ef3e05621
153,0,PASSED,1994,FR,ACTIVE,2018-07-01 20:48:12.847000,2018-09-20,FR,1,6f7ff281-0ce0-4b03-8a6d-a7afd04552b1
154,0,PASSED,1981,DE,ACTIVE,2018-07-11 20:49:56.379000,2018-05-25,DE,1,ceceaeea-aa03-4588-8c24-1f98fbeec82c
155,0,PASSED,1978,GB,ACTIVE,2018-01-01 11:49:28.292000,2018-09-20,GB||JE||IM||GG,1,d84964ef-3cca-4ba0-b7d5-09c33f3466ca
156,0,PASSED,1981,FR,ACTIVE,2017-04-04 11:09:33.681000,,FR,1,18f97f07-7c46-42a0-b603-aee353e4528a
157,0,PASSED,1984,GB,ACTIVE,2017-12-02 13:58:49.480000,2018-09-20,GB||JE||IM||GG,1,15fafd09-d0e5-48dc-8c42-2aa84ac5d341
158,0,PASSED,1986,GB,ACTIVE,2016-08-30 10:20:19.131000,2018-05-25,GB||JE||IM||GG,1,9bcbfaa5-15c4-4a66-8cbd-1fc5accefd5f
159,0,PASSED,1968,LT,ACTIVE,2018-05-04 08:26:15.273000,2018-03-20,LT,1,3e7a1920-2167-4f87-906f-b2f61f38fdee
160,0,PASSED,1986,GB,ACTIVE,2018-06-03 21:10:33.528000,2018-05-25,GB||JE||IM||GG,1,5a837e2d-c352-498e-aec3-cbf894d501a1
161,0,PASSED,1955,GB,ACTIVE,2017-05-02 20:27:20.527000,2018-09-20,GB||JE||IM||GG,1,553c204e-57d0-4977-8268-6521fa05a27e
162,0,PASSED,1992,FR,ACTIVE,2018-03-10 23:59:10.132000,2018-05-25,FR,1,05e480c2-ffa0-4a60-970f-31413098f6bf
163,0,PASSED,1965,GB,ACTIVE,2017-07-24 05:55:46.988000,2018-05-25,GB||JE||IM||GG,1,df672ff9-4519-48ef-9dd2-9b8927076d04
164,0,PASSED,1993,GB,ACTIVE,2017-07-02 22:42:02.927000,2018-05-25,GB||JE||IM||GG,1,a1910970-12dc-4232-8192-380239d85e97
165,0,NONE,1995,HR,ACTIVE,2018-07-07 05:34:01.017000,2018-05-25,HR,1,34e10e29-4aa3-47f7-9c52-45a356844587
166,0,NONE,2000,HU,ACTIVE,2018-06-23 09:57:58.787000,2018-05-25,HU,1,64644993-f6c2-4439-89e1-12658e36118f
167,0,PASSED,1989,BG,ACTIVE,2017-07-13 19:06:47.642000,,BG,1,0f2b7620-83ae-46f4-afcc-0a2eaa5ed2cb
168,0,PASSED,1982,LT,ACTIVE,2017-11-27 14:05:28.827000,2018-03-20,LT,1,17425a9e-546f-4fe4-a440-27805cfde861
169,0,PASSED,1994,GB,ACTIVE,2017-10-30 10:40:33.226000,2018-03-20,GB||JE||IM||GG,1,7e285854-eacc-4872-9e70-32ef66141b94
170,0,PASSED,1993,GB,ACTIVE,2017-05-07 10:28:34.912000,,GB||JE||IM||GG,1,0e3d1088-f8cb-4cc6-b1e7-c54613abf91b
171,0,PASSED,1964,ES,ACTIVE,2018-02-03 17:57:25.469000,2018-03-20,ES,1,34b4d41b-81f3-4373-a7c5-2f0bad97d0da
